origen;destino;a_ofertados;v_ofertados;distancia;tiempo;carreteras;n_tramos;riesgo;velocidad_media
San Lorenzo de El Escorial;Collado Mediano;3.0;1.0;17771.0;1345.0;M-600,M-623;2;no;47.57
San Lorenzo de El Escorial;Collado Villalba;3.1;1.3;18442.0;1302.0;Ruta Imperial,M-600,AP-6;3;no;50.99
San Lorenzo de El Escorial;Estremera;3.0;1.0;122698.0;6232.0;M-505,M-30,A-3;3;si;70.88
San Lorenzo de El Escorial;Fuenlabrada;3.0;1.0;56163.0;3105.0;M-600,M-503,M-50;3;si;65.12
San Lorenzo de El Escorial;Galapagar;2.75;1.25;13856.0;1071.0;M-505;1;no;46.57
San Lorenzo de El Escorial;Guadarrama;2.67;1.0;11788.0;889.0;Ruta Imperial,M-600;2;no;47.74
San Lorenzo de El Escorial;Las Rozas de Madrid;3.07;1.43;59232.0;3859.0;M-512,M-501;2;no;55.26
San Lorenzo de El Escorial;Leganés;3.0;1.0;55896.0;3361.0;M-600,M-503,M-40;3;si;59.87
San Lorenzo de El Escorial;Madrid;2.98;1.24;47685.0;3348.0;M-505,A-6;2;no;51.27
San Lorenzo de El Escorial;Majadahonda;3.0;1.0;32016.0;2362.0;M-505;1;no;48.8
San Lorenzo de El Escorial;Moralzarzal;2.0;1.0;24923.0;1927.0;M-600,AP-6,M-608;3;no;46.56
San Lorenzo de El Escorial;Móstoles;3.0;1.0;44284.0;2916.0;M-600,M-501;2;no;54.67
San Lorenzo de El Escorial;Parla;3.0;1.0;64391.0;3447.0;M-600,M-503,M-50;3;si;67.25
San Lorenzo de El Escorial;Soto del Real;3.0;1.0;41384.0;3032.0;M-600,M-623,M-608;3;no;49.14
San Lorenzo de El Escorial;Torrejón de Ardoz;2.75;1.0;66651.0;4579.0;M-505,A-6,A-2;3;si;52.4
San Lorenzo de El Escorial;Torrelodones;2.5;1.0;21820.0;1638.0;M-505,M-519,A-6;3;no;47.96
San Lorenzo de El Escorial;Tres Cantos;1.0;1.0;53064.0;3387.0;M-623,M-607;2;no;56.4
San Lorenzo de El Escorial;Valdemorillo;2.5;1.0;13870.0;1126.0;Avenida de los Reyes Católicos,M-600;2;no;44.34
San Lorenzo de El Escorial;Valdemoro;3.0;1.0;73426.0;3671.0;M-600,M-503,M-50;3;si;72.01
San Lorenzo de El Escorial;Villanueva de la Cañada;3.0;1.0;23153.0;1696.0;M-600;1;no;49.15
San Lorenzo de El Escorial;Villaviciosa de Odón;3.0;1.0;40532.0;2592.0;M-600,M-501;2;no;56.29
San Martín de Valdeiglesias;Alcalá de Henares;4.0;1.0;109145.0;5612.0;M-501,M-40;2;si;70.01
San Martín de Valdeiglesias;Aldea del Fresno;2.0;1.0;28845.0;1655.0;M-501,M-510;2;no;62.74
San Martín de Valdeiglesias;Aranjuez;2.0;1.0;104667.0;4876.0;M-501,M-50,A-4;3;si;77.28
San Martín de Valdeiglesias;Boadilla del Monte;2.75;1.0;57364.0;2828.0;M-501;1;no;73.02
San Martín de Valdeiglesias;Brunete;3.29;1.14;44212.0;2157.0;M-501;1;no;73.79
San Martín de Valdeiglesias;Cadalso de los Vidrios;4.0;1.2;11371.0;743.0;M-501,M-542;2;no;55.1
San Martín de Valdeiglesias;Cenicientos;3.0;1.0;16529.0;1093.0;M-501,M-542,M-541;3;no;54.44
San Martín de Valdeiglesias;Chapinería;3.0;1.0;20060.0;1244.0;M-501,M-855;2;no;58.05
San Martín de Valdeiglesias;Fuenlabrada;3.0;1.0;66254.0;3228.0;M-501;1;no;73.89
San Martín de Valdeiglesias;Getafe;2.89;1.0;73385.0;3464.0;M-501,M-50;2;si;76.27
San Martín de Valdeiglesias;Madrid;4.06;1.55;72805.0;3891.0;M-501;1;no;67.36
San Martín de Valdeiglesias;Majadahonda;3.0;1.0;64218.0;3382.0;M-501,M-513;2;no;68.36
San Martín de Valdeiglesias;Meco;4.0;1.0;116870.0;5908.0;M-501,M-40;2;si;71.21
San Martín de Valdeiglesias;Móstoles;3.0;1.0;57110.0;2866.0;M-501;1;no;71.74
San Martín de Valdeiglesias;Navas del Rey;3.65;1.24;16080.0;988.0;M-501,M-855;2;no;58.59
San Martín de Valdeiglesias;Pelayos de la Presa;2.78;1.22;6539.0;462.0;M-501,M-541;2;no;50.95
San Martín de Valdeiglesias;Pinto;3.0;1.0;78196.0;3587.0;M-501,M-50;2;si;78.48
San Martín de Valdeiglesias;Pozuelo de Alarcón;3.21;1.07;62471.0;3530.0;M-501,M-513;2;no;63.71
San Martín de Valdeiglesias;Robledo de Chavela;3.0;1.0;28588.0;1814.0;M-501,M-512;2;no;56.73
San Martín de Valdeiglesias;Rozas de Puerto Real;3.0;1.0;14843.0;870.0;M-501,CL-501,M-501;3;no;61.42
San Martín de Valdeiglesias;San Fernando de Henares;2.0;1.0;94415.0;4513.0;M-501,M-45;2;no;75.31
San Martín de Valdeiglesias;San Martín de la Vega;3.0;1.0;90520.0;4345.0;M-501,M-506;2;no;75.0
San Martín de Valdeiglesias;Valdemoro;3.0;1.0;83720.0;3834.0;M-501,M-50;2;si;78.61
San Martín de Valdeiglesias;Villaviciosa de Odón;4.0;1.5;53358.0;2543.0;M-501;1;no;75.54
San Martín de la Vega;Aranjuez;3.0;1.0;24243.0;1556.0;M-307,M-305;2;no;56.09
San Martín de la Vega;Arganda del Rey;3.0;1.18;22466.0;1527.0;M-506,M-832,A-3;3;si;52.97
San Martín de la Vega;Boadilla del Monte;3.0;1.0;42650.0;2203.0;M-841,A-4,M-50;3;si;69.7
San Martín de la Vega;Buitrago del Lozoya;0.0;1.0;106597.0;4405.0;M-50,A-1;2;si;87.12
San Martín de la Vega;Ciempozuelos;3.85;1.31;9331.0;821.0;M-307;1;no;40.92
San Martín de la Vega;Leganés;2.0;1.0;28139.0;1686.0;M-506,A-42;2;si;60.08
San Martín de la Vega;Madrid;2.45;1.0;33867.0;2377.0;M-506,M-841,A-4;3;no;51.29
San Martín de la Vega;Morata de Tajuña;3.5;1.5;14153.0;935.0;M-506,M-302;2;no;54.49
San Martín de la Vega;Móstoles;3.0;1.0;34456.0;1974.0;M-841,A-4,M-50;3;si;62.84
San Martín de la Vega;Pinto;2.67;1.0;13429.0;902.0;M-506,M-841;2;no;53.6
San Martín de la Vega;Rivas-Vaciamadrid;2.0;1.0;17015.0;1163.0;M-506,M-832;2;no;52.67
San Martín de la Vega;Rozas de Puerto Real;3.0;1.0;106431.0;5162.0;M-841,M-50,M-501;3;si;74.23
San Martín de la Vega;San Martín de Valdeiglesias;3.0;1.0;91945.0;4418.0;M-50,M-501;2;si;74.92
San Martín de la Vega;San Sebastián de los Reyes;2.0;1.0;50242.0;2972.0;M-841,A-4,M-30;3;no;60.86
San Martín de la Vega;Torrejón de Ardoz;3.0;1.0;36589.0;2157.0;M-506,A-3,M-50;3;si;61.07
San Martín de la Vega;Valdemoro;2.5;1.0;18291.0;1113.0;M-506,A-4;2;no;59.16
San Martín de la Vega;Villarejo de Salvanés;3.0;1.0;32840.0;2021.0;M-302,M-302,A-3;3;si;58.5
San Sebastián de los Reyes;Ajalvir;3.0;1.25;18261.0;1078.0;M-50,M-113;2;si;60.98
San Sebastián de los Reyes;Alcalá de Henares;2.61;1.21;30169.0;1822.0;M-50,R-2,Avenida de Daganzo;3;si;59.61
San Sebastián de los Reyes;Alcobendas;3.51;1.41;1745.0;234.0;Calle de Hermenegildo Izquierdo,Calle de Santa Teresa de Jesús,Avenida de España;3;no;26.85
San Sebastián de los Reyes;Alcorcón;2.19;1.06;35822.0;2234.0;A-1,M-30,M-40;3;si;57.73
San Sebastián de los Reyes;Algete;3.1;1.2;13909.0;1071.0;Paseo Europa,Antigua Carretera de Burgos,M-106;3;no;46.75
San Sebastián de los Reyes;Aranjuez;2.12;1.0;64404.0;3588.0;M-30,A-4;2;no;64.62
San Sebastián de los Reyes;Arganda del Rey;2.0;1.0;42712.0;2546.0;M-30,A-3;2;si;60.39
San Sebastián de los Reyes;Arroyomolinos;3.0;1.0;49679.0;2788.0;A-1,M-30,R-5;3;no;64.15
San Sebastián de los Reyes;Buitrago del Lozoya;2.68;1.29;57649.0;2575.0;A-1;1;no;80.6
San Sebastián de los Reyes;Cobeña;1.5;1.0;15601.0;1013.0;M-50,M-103;2;si;55.44
San Sebastián de los Reyes;Collado Villalba;4.0;1.44;49305.0;2794.0;M-40,A-6;2;si;63.53
San Sebastián de los Reyes;Colmenar Viejo;2.0;1.0;22876.0;1547.0;M-616,M-607,Avenida de la Libertad;3;no;53.23
San Sebastián de los Reyes;Corpa;3.0;1.0;43598.0;2576.0;M-50,R-2,M-300;3;si;60.93
San Sebastián de los Reyes;Coslada;4.0;1.0;19125.0;1330.0;M-12,M-40;2;si;51.77
San Sebastián de los Reyes;Daganzo de Arriba;3.05;1.21;20427.0;1341.0;M-50,M-113;2;si;54.84
San Sebastián de los Reyes;El Molar;3.67;1.33;24863.0;1340.0;Antigua Carretera de Burgos,A-1;2;no;66.8
San Sebastián de los Reyes;Fuenlabrada;2.0;1.0;43584.0;2617.0;A-1,M-30,A-42;3;si;59.96
San Sebastián de los Reyes;Galapagar;3.0;1.0;43547.0;2980.0;M-40,A-6,M-505;3;si;52.61
San Sebastián de los Reyes;Gargantilla del Lozoya y Pinilla de Buitrago;3.0;1.0;62957.0;2975.0;A-1;1;no;76.18
San Sebastián de los Reyes;Getafe;2.0;1.0;34598.0;2181.0;A-1,M-30,A-42;3;si;57.11
San Sebastián de los Reyes;Guadalix de la Sierra;2.5;1.0;40389.0;2036.0;A-1,M-608;2;no;71.41
San Sebastián de los Reyes;La Cabrera;3.0;1.33;41971.0;2053.0;A-1;1;no;73.6
San Sebastián de los Reyes;Las Rozas de Madrid;2.45;1.09;103528.0;5364.0;M-40,M-501;2;si;69.48
San Sebastián de los Reyes;Leganés;0.0;1.0;33730.0;2344.0;A-1,M-30,A-42;3;si;51.8
San Sebastián de los Reyes;Loeches;2.0;1.0;38134.0;2122.0;M-50,M-206;2;si;64.69
San Sebastián de los Reyes;Lozoya;3.0;1.0;67160.0;3173.0;A-1,M-604;2;no;76.2
San Sebastián de los Reyes;Lozoyuela-Navas-Sieteiglesias;3.0;1.25;49497.0;2245.0;A-1;1;no;79.37
San Sebastián de los Reyes;Madrid;5.92;2.6;18559.0;1610.0;A-1,M-30,Calle de Alcalá;3;no;41.5
San Sebastián de los Reyes;Majadahonda;1.0;1.0;28948.0;2162.0;M-40,A-6;2;si;48.2
San Sebastián de los Reyes;Mejorada del Campo;2.0;1.0;33084.0;1837.0;M-50,M-206;2;si;64.84
San Sebastián de los Reyes;Montejo de la Sierra;3.0;1.0;68743.0;3467.0;A-1,M-135;2;no;71.38
San Sebastián de los Reyes;Móstoles;3.0;1.18;40659.0;2559.0;A-1,M-30,R-5;3;no;57.2
San Sebastián de los Reyes;Navalcarnero;3.0;1.33;54840.0;2896.0;M-30,M-40,A-5;3;si;68.17
San Sebastián de los Reyes;Paracuellos de Jarama;1.83;1.0;17166.0;1052.0;M-50;1;si;58.74
San Sebastián de los Reyes;Parla;3.0;1.0;42914.0;2548.0;M-30,A-42;2;si;60.63
San Sebastián de los Reyes;Perales de Tajuña;1.5;1.0;58201.0;2549.0;M-50,R-3;2;si;82.2
San Sebastián de los Reyes;Pezuela de las Torres;3.0;1.0;51138.0;3022.0;M-50,R-2,M-225;3;si;60.92
San Sebastián de los Reyes;Pinto;2.12;1.25;37933.0;2298.0;M-30,A-4;2;no;59.43
San Sebastián de los Reyes;Pozuelo de Alarcón;2.75;1.25;24746.0;2048.0;A-1,M-40;2;si;43.5
San Sebastián de los Reyes;Rivas-Vaciamadrid;2.83;1.0;34367.0;2054.0;M-30,A-3;2;si;60.23
San Sebastián de los Reyes;San Fernando de Henares;1.0;1.0;20995.0;1455.0;M-12,M-21;2;no;51.95
San Sebastián de los Reyes;Sevilla la Nueva;2.0;1.0;52954.0;3037.0;M-40,M-501;2;si;62.77
San Sebastián de los Reyes;Somosierra;3.0;1.0;74282.0;3113.0;A-1;1;no;85.9
San Sebastián de los Reyes;Talamanca de Jarama;6.0;2.0;29170.0;1802.0;Antigua Carretera de Burgos,M-111,M-103;3;no;58.28
San Sebastián de los Reyes;Torrejón de Ardoz;1.94;1.0;24965.0;1435.0;M-50,M-108;2;si;62.63
San Sebastián de los Reyes;Torrelaguna;2.33;1.0;41572.0;2122.0;A-1,N-320;2;si;70.53
San Sebastián de los Reyes;Torrelodones;2.67;1.0;37928.0;2307.0;M-40,A-6;2;si;59.19
San Sebastián de los Reyes;Torremocha de Jarama;3.0;1.0;45930.0;2516.0;A-1,N-320;2;si;65.72
San Sebastián de los Reyes;Tres Cantos;4.0;1.5;14294.0;1150.0;Calle del Marqués de la Valdavia,M-616,M-607;3;no;44.75
San Sebastián de los Reyes;Valdemorillo;3.0;1.0;49754.0;3057.0;M-40,M-503;2;si;58.59
San Sebastián de los Reyes;Valdemoro;2.5;1.0;43457.0;2545.0;M-30,A-4;2;no;61.47
San Sebastián de los Reyes;Valdetorres de Jarama;1.0;1.0;23252.0;1447.0;Antigua Carretera de Burgos,M-111,M-103;3;no;57.85
San Sebastián de los Reyes;Velilla de San Antonio;4.0;2.0;37031.0;1763.0;M-50;1;si;75.62
San Sebastián de los Reyes;Venturada;3.0;1.0;34385.0;1687.0;A-1;1;no;73.38
San Sebastián de los Reyes;Villalbilla;3.0;1.0;39156.0;2273.0;M-50,R-2,M-300;3;si;62.02
San Sebastián de los Reyes;Villarejo de Salvanés;0.0;1.0;69392.0;2927.0;M-50,R-3;2;si;85.35
San Sebastián de los Reyes;Villaviciosa de Odón;1.5;1.0;41453.0;2581.0;M-40,M-501;2;si;57.82
San Sebastián de los Reyes;Villavieja del Lozoya;2.0;1.0;62671.0;2855.0;A-1;1;no;79.02
Santorcaz;Alcalá de Henares;2.0;1.0;16018.0;1238.0;M-213,M-213,M-300;3;no;46.58
Santorcaz;San Sebastián de los Reyes;2.0;1.0;45408.0;2396.0;M-226,R-2;2;no;68.23
Serranillos del Valle;Fuenlabrada;1.5;1.5;14003.0;1001.0;M-404,M-407,M-413;3;no;50.36
Serranillos del Valle;Griñón;1.0;1.0;3450.0;313.0;Paseo de la Ermita,M-404,Avenida de Navalcarnero;3;no;39.68
Serranillos del Valle;Humanes de Madrid;1.0;1.0;10057.0;609.0;M-404,M-407,M-405;3;no;59.45
Serranillos del Valle;Madrid;2.5;1.0;34798.0;2005.0;M-407,R-5,A-42;3;si;62.48
Serranillos del Valle;Pozuelo de Alarcón;3.0;1.0;36213.0;2025.0;M-407,M-50,M-513;3;si;64.38
Serranillos del Valle;Torrejón de Ardoz;2.0;1.0;57177.0;2615.0;M-407,M-50;2;si;78.71
Sevilla la Nueva;Ajalvir;3.0;1.0;75924.0;3264.0;M-501,M-45,M-50;3;si;83.74
Sevilla la Nueva;Alcalá de Henares;2.0;1.0;72993.0;4035.0;M-501,M-40,A-2;3;si;65.12
Sevilla la Nueva;Algete;3.0;1.0;67754.0;3713.0;M-501,M-40,A-1;3;si;65.69
Sevilla la Nueva;Aranjuez;2.0;1.0;68515.0;3299.0;M-50,A-4,M-305;3;si;74.77
Sevilla la Nueva;Boadilla del Monte;2.0;1.0;21212.0;1251.0;M-600,M-501;2;no;61.04
Sevilla la Nueva;Brunete;2.67;1.0;8054.0;565.0;M-600;1;no;51.32
Sevilla la Nueva;Madrid;3.0;1.1;36653.0;2314.0;M-600,M-501,M-511;3;no;57.02
Sevilla la Nueva;Móstoles;3.33;1.0;20958.0;1289.0;M-600,M-501,M-856;3;no;58.53
Sevilla la Nueva;Navalcarnero;2.83;1.08;8405.0;695.0;M-523,M-600,Carretera de Navacerrada;3;no;43.54
Sevilla la Nueva;Villanueva de Perales;3.0;1.0;8370.0;642.0;M-523;1;no;46.93
Sevilla la Nueva;Villanueva de la Cañada;3.0;1.0;12696.0;999.0;M-600;1;no;45.75
Sevilla la Nueva;Villaviciosa de Odón;3.5;1.0;17206.0;966.0;M-600,M-501,M-506;3;no;64.12
Somosierra;Alcobendas;3.0;1.0;78174.0;3233.0;A-1;1;no;87.05
Somosierra;Alcorcón;3.0;1.0;110735.0;4837.0;A-1;1;no;82.42
Somosierra;Buitrago del Lozoya;2.06;1.06;17837.0;832.0;A-1;1;no;77.18
Somosierra;El Molar;2.0;1.0;49590.0;2016.0;A-1;1;no;88.55
Somosierra;El Álamo;3.0;1.0;135326.0;5759.0;A-1,R-5;2;no;84.59
Somosierra;Getafe;3.0;1.0;109511.0;4784.0;A-1;1;no;82.41
Somosierra;La Cabrera;2.17;1.08;33804.0;1522.0;A-1;1;no;79.96
Somosierra;Madrid;2.29;1.14;93472.0;4213.0;A-1;1;no;79.87
Somosierra;Móstoles;3.0;1.0;115572.0;5162.0;A-1;1;no;80.6
Somosierra;Navalcarnero;3.0;1.0;129753.0;5499.0;A-1,A-5;2;si;84.94
Somosierra;Parla;3.0;1.0;117827.0;5151.0;A-1,A-42;2;si;82.35
Somosierra;San Sebastián de los Reyes;2.33;1.0;74252.0;3177.0;A-1;1;no;84.14
Soto del Real;Alcalá de Henares;3.0;1.0;65591.0;3461.0;M-104,A-1,R-2;3;no;68.23
Soto del Real;Alcobendas;3.0;1.0;32918.0;1807.0;M-609,M-607,M-616;3;no;65.58
Soto del Real;Alpedrete;2.71;1.0;26874.0;1982.0;M-608;1;no;48.81
Soto del Real;Aranjuez;3.0;1.0;92526.0;4783.0;M-607,M-30,A-4;3;no;69.64
Soto del Real;Buitrago del Lozoya;2.0;1.0;41289.0;1984.0;M-608,A-1;2;no;74.92
Soto del Real;Collado Villalba;3.47;1.2;26336.0;2064.0;M-608;1;no;45.93
Soto del Real;Colmenar Viejo;2.5;1.0;11502.0;863.0;M-862,M-609,Carretera de Miraflores;3;no;47.98
Soto del Real;Colmenarejo;3.0;1.0;38817.0;3125.0;M-608,Carretera de Moralzarzal,M-510;3;no;44.72
Soto del Real;El Boalo;4.55;1.55;13688.0;991.0;Carretera de Torrelaguna a El Escorial,M-608;2;no;49.72
Soto del Real;Getafe;2.5;1.0;59771.0;3367.0;M-607,M-30,A-42;3;si;63.91
Soto del Real;Guadalix de la Sierra;2.0;1.0;9469.0;688.0;Carretera de Torrelaguna a El Escorial,M-608;2;no;49.55
Soto del Real;Madrid;2.95;1.18;46681.0;2805.0;M-607,M-30;2;no;59.91
Soto del Real;Manzanares el Real;2.67;1.0;8831.0;740.0;Carretera de Torrelaguna a El Escorial,M-608,Avenida de Madrid;3;no;42.96
Soto del Real;Miraflores de la Sierra;3.0;1.0;8697.0;714.0;M-611;1;no;43.85
Soto del Real;Moralzarzal;2.85;1.0;20318.0;1487.0;M-608;1;no;49.19
Soto del Real;San Lorenzo de El Escorial;3.0;1.0;41173.0;3029.0;M-608,M-623,M-600;3;no;48.93
Soto del Real;Torrelaguna;3.0;1.0;25147.0;1506.0;M-608,N-320;2;si;60.11
Soto del Real;Tres Cantos;2.43;1.0;22032.0;1244.0;M-609,M-607,Carretera de Colmenar Viejo;3;no;63.76
Talamanca de Jarama;Alcalá de Henares;2.0;1.0;40979.0;2649.0;M-103,M-100;2;no;55.69
Talamanca de Jarama;Algete;3.0;1.0;18672.0;1246.0;M-103;1;no;53.95
Talamanca de Jarama;Buitrago del Lozoya;2.0;1.0;41032.0;2070.0;M-122,A-1;2;no;71.36
Talamanca de Jarama;Bustarviejo;3.0;1.0;29303.0;2009.0;N-320,M-124,M-610;3;si;52.51
Talamanca de Jarama;Griñón;1.0;1.0;88926.0;3982.0;M-111,M-50,A-42;3;si;80.4
Talamanca de Jarama;Madrid;3.75;1.25;47976.0;2912.0;M-103,M-111,A-1;3;no;59.31
Talamanca de Jarama;Móstoles;3.0;1.0;70076.0;3860.0;A-1,M-30,R-5;3;no;65.36
Talamanca de Jarama;Paracuellos de Jarama;3.0;1.0;31338.0;1873.0;M-103,M-111;2;no;60.23
Talamanca de Jarama;San Sebastián de los Reyes;6.0;2.0;28583.0;1773.0;M-103,M-111,Antigua Carretera de Burgos;3;no;58.04
Talamanca de Jarama;Torrejón de Ardoz;1.0;1.0;38316.0;2413.0;M-103,M-108;2;no;57.16
Tielmes;Alcalá de Henares;2.0;1.0;31808.0;2297.0;M-224,M-220;2;no;49.85
Tielmes;Arganda del Rey;2.0;1.0;17712.0;989.0;A-3,Carretera de Valencia;2;si;64.47
Tielmes;Brea de Tajo;3.0;1.0;19881.0;1158.0;M-204,M-221;2;no;61.81
Tielmes;Carabaña;2.0;1.0;7733.0;528.0;M-204;1;no;52.72
Tielmes;Fuentidueña de Tajo;3.0;1.0;25373.0;1161.0;A-3;1;si;78.68
Tielmes;Leganés;1.0;1.0;51540.0;2505.0;A-3,M-45;2;si;74.07
Tielmes;Madrid;4.0;1.0;45901.0;2306.0;A-3;1;si;71.66
Tielmes;Villarejo de Salvanés;3.0;1.0;11075.0;749.0;M-228;1;no;53.23
Titulcia;Aranjuez;2.0;1.0;21710.0;1316.0;M-307,M-305;2;no;59.39
Titulcia;Torrejón de Ardoz;3.0;1.0;52690.0;2668.0;A-4,M-50;2;si;71.1
Titulcia;Valdemoro;2.0;1.0;14750.0;952.0;M-404,A-4;2;no;55.78
Torrejón de Ardoz;Ajalvir;2.31;1.23;10468.0;819.0;M-108,M-114;2;no;46.01
Torrejón de Ardoz;Alcalá de Henares;6.1;3.03;12523.0;1035.0;A-2,M-300,Calle de la Ronda Fiscal;3;si;43.56
Torrejón de Ardoz;Alcobendas;2.5;1.0;25776.0;1668.0;M-108,M-50,R-2;3;si;55.63
Torrejón de Ardoz;Alcorcón;2.43;1.14;42166.0;2110.0;M-206,M-45;2;no;71.94
Torrejón de Ardoz;Algete;2.0;1.0;20438.0;1446.0;M-108,M-100,M-103;3;no;50.88
Torrejón de Ardoz;Ambite;3.0;1.0;36644.0;2480.0;M-206,M-209,M-204;3;no;53.19
Torrejón de Ardoz;Aranjuez;2.22;1.11;61076.0;3111.0;M-50,A-4;2;si;70.68
Torrejón de Ardoz;Arganda del Rey;3.36;1.32;22499.0;1809.0;Carretera de Loeches,M-206,M-300;3;no;44.77
Torrejón de Ardoz;Buitrago del Lozoya;1.4;1.0;74556.0;3115.0;M-50,A-1;2;si;86.16
Torrejón de Ardoz;Campo Real;2.2;1.0;19101.0;1506.0;Carretera de Loeches,M-206,M-219;3;no;45.66
Torrejón de Ardoz;Cobeña;2.33;1.0;15026.0;1158.0;M-108,M-114;2;no;46.71
Torrejón de Ardoz;Collado Villalba;2.92;1.08;60927.0;3685.0;A-2,A-6;2;si;59.52
Torrejón de Ardoz;Coslada;3.33;1.45;12512.0;1166.0;A-2,Avenida de la Cañada,Avenida de José Gárate;3;si;38.63
Torrejón de Ardoz;Daganzo de Arriba;1.8;1.0;11759.0;908.0;M-108;1;no;46.62
Torrejón de Ardoz;El Molar;3.0;1.0;41770.0;1881.0;M-50,A-1;2;si;79.94
Torrejón de Ardoz;El Álamo;0.0;1.0;66636.0;3068.0;M-45,A-5;2;si;78.19
Torrejón de Ardoz;Fuenlabrada;2.0;1.25;43454.0;2265.0;M-50;1;si;69.07
Torrejón de Ardoz;Fuentidueña de Tajo;6.0;2.0;61844.0;2820.0;R-3,A-3;2;si;78.95
Torrejón de Ardoz;Getafe;3.2;1.29;33180.0;1971.0;M-50,M-45;2;si;60.6
Torrejón de Ardoz;Guadarrama;2.5;1.0;68025.0;4047.0;A-2,A-6;2;si;60.51
Torrejón de Ardoz;Humanes de Madrid;3.0;1.0;50463.0;2494.0;M-50,A-42;2;si;72.84
Torrejón de Ardoz;La Cabrera;2.0;1.0;58878.0;2593.0;M-50,A-1;2;si;81.74
Torrejón de Ardoz;Las Rozas de Madrid;2.25;1.0;116157.0;5579.0;M-45,M-501;2;no;74.95
Torrejón de Ardoz;Leganés;2.38;1.0;34126.0;1996.0;M-50,M-45;2;si;61.55
Torrejón de Ardoz;Loeches;2.38;1.12;11308.0;981.0;Carretera de Loeches,M-206;2;no;41.5
Torrejón de Ardoz;Los Santos de la Humosa;3.0;1.0;26833.0;1388.0;A-2;1;si;69.6
Torrejón de Ardoz;Lozoyuela-Navas-Sieteiglesias;2.0;1.0;66404.0;2786.0;M-50,A-1;2;si;85.81
Torrejón de Ardoz;Madrid;9.97;4.52;23551.0;1902.0;A-2;1;si;44.58
Torrejón de Ardoz;Majadahonda;2.56;1.0;40570.0;3053.0;A-2,A-6;2;si;47.84
Torrejón de Ardoz;Meco;2.5;1.0;20248.0;1331.0;A-2,M-121;2;si;54.77
Torrejón de Ardoz;Mejorada del Campo;2.86;1.43;10517.0;987.0;Carretera de Loeches,M-206,M-203;3;no;38.36
Torrejón de Ardoz;Móstoles;2.5;1.29;46874.0;2485.0;M-45,R-5;2;no;67.91
Torrejón de Ardoz;Navalcarnero;2.67;1.0;61184.0;2772.0;M-45,A-5;2;si;79.46
Torrejón de Ardoz;Paracuellos de Jarama;2.17;1.0;14866.0;1068.0;M-108,M-50,M-113;3;si;50.11
Torrejón de Ardoz;Parla;2.56;1.0;41185.0;2187.0;M-50;1;si;67.79
Torrejón de Ardoz;Perales de Tajuña;2.0;1.0;38315.0;2007.0;M-50,R-3;2;si;68.73
Torrejón de Ardoz;Pinto;2.71;1.24;34605.0;1821.0;M-50;1;si;68.41
Torrejón de Ardoz;Pozuelo de Alarcón;2.64;1.0;34691.0;2862.0;A-2,M-500,M-503;3;si;43.64
Torrejón de Ardoz;Rivas-Vaciamadrid;2.89;1.3;22505.0;1385.0;M-50,A-3;2;si;58.5
Torrejón de Ardoz;San Fernando de Henares;2.6;1.0;8140.0;850.0;Avenida del Sol,M-206,Calle Huerta;3;no;34.48
Torrejón de Ardoz;San Lorenzo de El Escorial;2.0;1.0;77068.0;4526.0;A-2,A-6;2;si;61.3
Torrejón de Ardoz;San Martín de la Vega;3.0;1.0;37702.0;2287.0;M-50,A-3,M-506;3;si;59.35
Torrejón de Ardoz;San Sebastián de los Reyes;2.12;1.17;25462.0;1533.0;M-108,M-50;2;si;59.79
Torrejón de Ardoz;Serranillos del Valle;2.0;1.0;57117.0;2733.0;M-50,M-407;2;si;75.24
Torrejón de Ardoz;Talamanca de Jarama;3.0;1.0;38037.0;2433.0;M-108,M-103;2;no;56.28
Torrejón de Ardoz;Torrejón de Velasco;2.0;1.0;47746.0;2301.0;M-50,A-42;2;si;74.7
Torrejón de Ardoz;Torrejón de la Calzada;3.0;1.0;45929.0;2248.0;M-50,A-42;2;si;73.55
Torrejón de Ardoz;Torrelaguna;2.0;1.0;45555.0;3009.0;M-108,M-103,N-320;3;si;54.5
Torrejón de Ardoz;Torrelodones;3.0;1.0;49550.0;3198.0;A-2,A-6;2;si;55.78
Torrejón de Ardoz;Torres de la Alameda;3.0;1.0;14544.0;1205.0;M-206,M-225;2;no;43.45
Torrejón de Ardoz;Tres Cantos;3.0;1.0;34556.0;2245.0;A-2,M-40,M-607;3;si;55.41
Torrejón de Ardoz;Valdemoro;3.44;1.52;40129.0;2068.0;M-50,A-4;2;si;69.86
Torrejón de Ardoz;Velilla de San Antonio;3.0;1.25;17145.0;1221.0;M-206,M-50,R-3;3;si;50.55
Torrejón de Ardoz;Villalbilla;3.0;1.0;19890.0;1515.0;A-2,M-300,M-204;3;si;47.26
Torrejón de Ardoz;Villanueva de la Cañada;3.0;1.0;58336.0;3774.0;A-2,M-40,M-503;3;si;55.65
Torrejón de Ardoz;Villarejo de Salvanés;3.0;1.0;49506.0;2385.0;R-3,A-3;2;si;74.73
Torrejón de Ardoz;Villavieja del Lozoya;2.0;1.0;79578.0;3396.0;M-50,A-1;2;si;84.36
Torrejón de Velasco;Humanes de Madrid;2.5;1.0;12138.0;831.0;M-404,M-419,M-410;3;no;52.58
Torrejón de Velasco;Madrid;3.0;1.0;29659.0;1748.0;A-42;1;si;61.08
